CEFR_Level,Text
B1,To whom it may concern: I am writing in response to your online ad for a computer programmer.
A1,"thirty pens, fifteen pencils, twelve desks, fourteen chairs, sixteen headphones and one table. There are in the general one hundred seventeen objects in the office. I found no phone in rooms. You would like me to buy some?"
A1,
A2,"Hi Dillon,"
A1,Brasilia is is a great city
A1,My favorite hotel is
A1,Hi! Welcome to my house. There are many things near the my house. On the top is a swimming pool. There is a supermarket on the Santos Dumont Avenue. There are many restaurants on Santos Dumont Avenue.
A2,
A1,"Eliana invites you To his birthday party I' m 36 years old on saturday , december 3rd, and I'm have party. On my birthday , I like to have dinner , eat cake , listen to music and play party games. The party is at my house . It starts at 9 o'clock. Hope you can come!"
A2,"Hi,"
A1,Good evening. How are you? I
B1,"Dear Father, Since a year ago, I was thinking about"
A1,"Hi! I'm 26 years old on Sunday. I have a party for birthy. The party starts at 6 o'clock in the evening.let's eat,sing,dance and drink.Hope you can come! Anuo"
A2,"Sophia (24): Hello, I'm Sophia. I was born in a medium family which consists of my father, mother and young brother. I'm deligent, responsible and easy-outing. My father is both hardworking and greatful. My mother is quiet soft and kind. My brother is both handsome and tall. He is ambitious. My brother and I are at university now. We study harder to make our family live a happy life. Therefore, we usually continue studying on the free time or vocations. We either study or do some exercise. By surfing the Internet, we neither chat with some strangers nor watch boring movies just for searching important information."
A1,"I am Chen Qilong. I'm 28 years old. My birthday is 19th December. I live in Kun Shan, Jiangsu. I like watching TV, listening to music,eating out and surfing the internet. I don't like cooking, reading books and doing housework. I can swim and cook. I can't play guitar,play tennis and play chess. Spring is my favorite season. My favorite animal is dog. My favorite time is evening. My favorite number is 26, therefor that day is payday."
A1,"Dear Ms Thomas, There are 13 computers and 16 keyboards in the office. Also, there are thirty pens, fifteen pencils, twelve desks, fourteen chairs, sixteen headphones and one table in the office."
A1,
A2,"Hi Bob Every day please water the plants you can take the water from the kitchen.Feeds the dogs all day in the night and the birds in the morning.Please walks for the dogs every day in the morning and the evening, but not if it's rain. Play games with the dogs they loves to play. All two days check the water from the birds and feeds the fish in the afternoon.On Tuesday night the trash car comes. Thanks! I bring you a gift from the holiday!"
A2,Dear
A1,Hi! My name's Israel. I'm thirty one years old. I'm from Mexico. I''m an
A1,"Hi, the weather"
B1,"Espresso machine for sale. It's a state-of-art and modern machine, it will make more than 15 cup of coffee once. It's has 30 centimeters in hight and 15 ceminters wide, curved edges and italian design. It's color is silver and black with details in glass. The espresso machine is so easy to use, you have only to plug it in any jack to switch it on. After this, fill it up with water and the coffee bean in the appropriate pouch, it's over, in few minutes you can drink a delicious coffee."
A1,
C1,My country is characterized
A1,"Hi,"
A1,"Hi,"
A1,Hi
A1,"Dears Ms Thomas, There are thirty pens ,fifteen pencils ,twelve desks , fourteen chairs,thirteen computers,sixteen keyboards,sixteen headphones and one table in the office."
A2,"September 18, 2013 To whom it may concern: I am writing to highly recommend James Mole. I worked"
B1,I am very optimistic about the future
A1,My names is Joas
A1,Dear Ms Thomas:
B1,To whom it may concern;
B1,To be honest I don't think about the economic and
B1,"In Brazil, the trend is to give tests to students every month. I'm against this whole idea, because will just make the students get more tired of studying that hard and all the tension that you have before the test. I think that a test should help with your"
B1,"Dear Sir, I am writing to ask your advice about a problem I have with my landlord and real estate agent. In my house there are many problems, such as the lights are not work , the water can not flow through the drain and so on. When I ask them for help, they just say that if I didn't pay the deposit I should be careful in my house. I think they didn't obey the laws. So please give me some advice how to slove this problems? Give them some warnings, or get help from the laws. Yours, Shanshan"
A1,"Hi, My name's Elena. I'm from Russia, Omsk. I'm 46. There are two peaple in my family: my daughter and I. She's 25. She lives in Sankt-Peterburg. I can swim and dance. I can't cook. I can speak two languages: Russian and English. Bye! Elena."
B1,1. Introduction
A1,"Hi! May name's Eudes, mobile it's ## ####-####."
A1,"Hi, My name's Kseniya. I am student. My favorite day is Sunday. I get up at 12 o'clock in the morning on Sunday, have a shower, brush my teeth and have breakfast. For breakfast I eat eggs and juice. I have lunch at 2 o'clock. In the afternoon, I lsten to music and watch tv. In the evening, I meet my boyfriend. We go to the cinema. I go to bed at one o'clock."
A1,
A2,
A2,"Most of my clothes are way too expensive. I'd rather wear cool brands from a small shop than a cheap, polyester thing from a department store. I prefer silk and"
A2,"Hi, my name is Renan. I born in 1993, and I have 18 years old. I'm funny and like both, travel and practice sports. I just finished the high school this year, and now I'm studying english and planing to study english in canada this year."
A2,"Hello! I'm planning a party with my friends. The party start in May, 6th, on Thursday, at 1 p.m. The place of the party - Yellow Street, #. On the party inviting 30 guests. The food is chicken sandwiches, the drinks are water and wine. Come in, please. See you there."
A1,
A2,To : xxx@Bayt.com Dear Eng. Resat
A1,I really like my boots. I also like my t-shirt. My jacket is light red and my skirt is dark blue. My dress is pink and beatiful. These shoes are yellow. This sock is dark green and light brown. My pants is brown and white.
A1,"Dear Ms Thomas, There are 13 computer and 16 keyboards in the office. Also, there are six pens, five table and nine chair. thank you."
A2,"Hi Julia,"
B1,"John Tiles Ltd, the best Manufacturing Company is seeking a Regional Marketing Manager for Manchester office. Their main duties are design advert, manage projects and work with sales to buid client base and new market. Skills, experience and education requerided for position like a degree and BA in Marketing or similar, 3 or more years of experience in the same industry. Personality traits and qualities are valued, competitive, keen,confident, eficient, good wih people. Salary and benefits according to executive program of the company."
A1,I have
A1,Hi
A1,
A1,Hi! My name's
B1,In the Ivory Cost my country
A1,Chemnitz is
C1,
B1,Basically I don't watch TV since FUKUSHIMA tragedy
A1,I'm
A2,To: Dilenia duran @hotmail
B1,In case of the tsunami we have some informations: Is possible that you receive a sirene of alarm. Is important that you get out the hotel. Dont use elevator. Look for exit to the stairway. In the floor you will see the map of evacuation. You will keep your radio turned on. After tsunami: You will not go to the beach. You will not to drink the water. You will not get into basement.
A1,This Firenze isn't
A2,Dear Aunt Jane! I am
B1,"Last night I went with my brother to the new restaurant called Colombian's food and I have to say that the place was really fabulous. We ordered a loaf of bread with butter for appetizer and we asked for the best wine they had at that place. By the time we finished our appetizer we called the waiter to order the main course, we both ate"
